"Campagna","Codice stazione","Codice aziendale","Reg","Prov","Stazione","Cod Istat","Comune","Linea fisica","Saliti24H","Saliti7-9","Discesi7-9","Corse24H","Corse7-9","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Tipo giorno","Anno","Calendario","Location","POINT_X","POINT_Y"
"c2025Maggio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","30","10","10","8","2","0","30","0","0","8","0","Festivo","2025","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2025Maggio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","70","30","20","13","4","0","70","0","0","13","0","Sabato","2025","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2025Novembre","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","60","30","20","13","4","0","60","0","0","13","0","Feriale","2025","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2025Novembre","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","20","10","10","7","2","0","20","0","0","7","0","Festivo","2025","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.17217919"
"c2025Novembre","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","70","30","20","13","4","0","70","0","0","13","0","Sabato","2025","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2024Luglio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.060","190","90","74","8","1.060","0","0","74","0","0","Feriale","2024","Estivo","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2024Luglio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","410","20","20","35","2","410","0","0","35","0","0","Festivo","2024","Estivo","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2024Luglio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","770","110","70","72","8","770","0","0","72","0","0","Sabato","2024","Estivo","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2024Maggio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.220","390","100","73","8","1.220","0","0","73","0","0","Feriale","2024","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.75416772"
"c2024Maggio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","520","60","30","37","4","520","0","0","37","0","0","Festivo","2024","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2024Maggio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","950","220","70","71","8","950","0","0","71","0","0","Sabato","2024","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2024Novembre","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.320","410","130","72","8","1.320","0","0","72","0","0","Feriale","2024","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2024Novembre","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","380","40","20","38","4","380","0","0","38","0","0","Festivo","2024","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2024Novembre","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.010","190","80","72","8","1.010","0","0","72","0","0","Sabato","2024","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.75416772"
"c2025Luglio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.420","250","160","71","8","1.420","0","0","71","0","0","Feriale","2025","Estivo","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2025Luglio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","770","80","70","37","4","770","0","0","37","0","0","Festivo","2025","Estivo","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2025Luglio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.280","130","100","72","8","1.280","0","0","72","0","0","Sabato","2025","Estivo","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2025Maggio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.650","310","140","57","6","1.650","0","0","57","0","0","Feriale","2025","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2025Maggio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","660","70","50","39","4","660","0","0","39","0","0","Festivo","2025","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.75416772"
"c2025Maggio","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.040","170","80","57","6","1.040","0","0","57","0","0","Sabato","2025","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2025Novembre","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.860","490","230","73","9","1.860","0","0","73","0","0","Feriale","2025","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2025Novembre","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","750","50","40","38","4","750","0","0","38","0","0","Festivo","2025","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2025Novembre","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","1.210","230","100","72","8","1.210","0","0","72","0","0","Sabato","2025","Invernale","POINT (9.422096968 45.754167715)","9.422096968","45.754167715"
"c2024Luglio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","1.860","360","210","104","12","520","1.340","0","58","46","0","Feriale","2024","Estivo","POINT (8.957371048 45.404429355)","8.957371048","45.40442935"
"c2024Luglio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","890","140","50","62","7","180","720","0","29","33","0","Festivo","2024","Estivo","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2024Luglio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","1.110","110","110","94","10","360","760","0","55","39","0","Sabato","2024","Estivo","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2024Maggio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","2.380","660","240","113","13","1.220","1.170","0","67","46","0","Feriale","2024","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2024Maggio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","1.050","90","100","93","12","670","380","0","60","33","0","Festivo","2024","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2024Maggio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","890","130","100","79","9","370","520","0","38","41","0","Sabato","2024","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.40442935"
"c2024Novembre","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","2.200","730","200","113","13","1.150","1.060","0","67","46","0","Feriale","2024","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2024Novembre","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","840","80","60","81","10","340","510","0","48","33","0","Festivo","2024","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2024Novembre","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","1.170","130","80","96","10","600","580","0","57","39","0","Sabato","2024","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2025Luglio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","2.640","740","620","107","14","840","1.810","0","61","46","0","Feriale","2025","Estivo","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2025Luglio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","950","170","120","67","11","210","750","0","33","34","0","Festivo","2025","Estivo","POINT (8.957371048 45.404429355)","8.957371048","45.40442935"
"c2025Luglio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","1.310","210","150","68","8","430","890","0","30","38","0","Sabato","2025","Estivo","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2025Maggio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","2.330","610","250","113","13","950","1.390","0","67","46","0","Feriale","2025","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2025Maggio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","900","110","50","87","8","260","640","0","53","34","0","Festivo","2025","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2025Maggio","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","1.260","110","80","84","9","490","780","0","48","36","0","Sabato","2025","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2025Novembre","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","2.280","550","300","113","13","1.110","1.180","0","67","46","0","Feriale","2025","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.40442935"
"c2025Novembre","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","650","70","50","88","8","270","390","0","54","34","0","Festivo","2025","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2025Novembre","5844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","1.090","80","130","83","9","410","690","0","42","41","0","Sabato","2025","Invernale","POINT (8.957371048 45.404429355)","8.957371048","45.404429355"
"c2024Luglio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","110","20","20","36","5","0","110","0","0","36","0","Feriale","2024","Estivo","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2024Luglio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","50","10","10","34","4","0","50","0","0","34","0","Festivo","2024","Estivo","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2024Luglio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","80","10","10","36","5","0","80","0","0","36","0","Sabato","2024","Estivo","POINT (9.768053847 45.682821561)","9.768053847","45.68282156"
"c2024Maggio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","160","30","20","36","5","0","160","0","0","36","0","Feriale","2024","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2024Maggio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","80","10","10","34","4","0","80","0","0","34","0","Festivo","2024","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2024Maggio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","100","10","10","37","5","0","100","0","0","37","0","Sabato","2024","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2024Novembre","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","180","40","20","36","5","0","180","0","0","36","0","Feriale","2024","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2024Novembre","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","80","10","20","34","4","0","80","0","0","34","0","Festivo","2024","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.68282156"
"c2024Novembre","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","100","20","20","37","5","0","100","0","0","37","0","Sabato","2024","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2025Luglio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","110","20","20","36","5","0","110","0","0","36","0","Feriale","2025","Estivo","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2025Luglio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","80","10","10","34","4","0","80","0","0","34","0","Festivo","2025","Estivo","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2025Luglio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","130","10","10","37","5","0","130","0","0","37","0","Sabato","2025","Estivo","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2025Maggio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","170","40","20","36","5","0","170","0","0","36","0","Feriale","2025","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.68282156"
"c2025Maggio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","50","10","10","34","4","0","50","0","0","34","0","Festivo","2025","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2025Maggio","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","80","10","10","37","5","0","80","0","0","37","0","Sabato","2025","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2025Novembre","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","170","40","20","36","5","0","170","0","0","36","0","Feriale","2025","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2025Novembre","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","50","10","10","34","4","0","50","0","0","34","0","Festivo","2025","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.682821561"
"c2025Novembre","210","S01534","LO","BG","ALBANO S.ALESSANDRO","16003","Albano Sant'Alessandro","LECCO-BRESCIA","80","10","10","37","5","0","80","0","0","37","0","Sabato","2025","Invernale","POINT (9.768053847 45.682821561)","9.768053847","45.68282156"
"c2024Maggio","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","40","10","20","22","4","0","40","0","0","22","0","Feriale","2024","Invernale","POINT (9.095790373 45.777467374)","9.095790373","45.777467374"
"c2024Maggio","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","10","10","0","22","4","0","10","0","0","22","0","Sabato","2024","Invernale","POINT (9.095790373 45.777467374)","9.095790373","45.777467374"
"c2024Novembre","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","30","10","20","22","4","0","30","0","0","22","0","Feriale","2024","Invernale","POINT (9.095790373 45.777467374)","9.095790373","45.777467374"
"c2024Novembre","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","10","10","0","22","4","0","10","0","0","22","0","Sabato","2024","Invernale","POINT (9.095790373 45.777467374)","9.095790373","45.777467374"
"c2025Luglio","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","20","10","10","22","4","0","20","0","0","22","0","Feriale","2025","Estivo","POINT (9.095790373 45.777467374)","9.095790373","45.77746737"
"c2025Luglio","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","20","10","0","22","4","0","20","0","0","22","0","Sabato","2025","Estivo","POINT (9.095790373 45.777467374)","9.095790373","45.777467374"
"c2025Maggio","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","30","10","20","22","4","0","30","0","0","22","0","Feriale","2025","Invernale","POINT (9.095790373 45.777467374)","9.095790373","45.777467374"
"c2025Maggio","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","10","10","0","22","4","0","10","0","0","22","0","Sabato","2025","Invernale","POINT (9.095790373 45.777467374)","9.095790373","45.777467374"
"c2025Novembre","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","30","10","20","22","4","0","30","0","0","22","0","Feriale","2025","Invernale","POINT (9.095790373 45.777467374)","9.095790373","45.777467374"
"c2025Novembre","165","S01450","LO","CO","ALBATE-TRECALLO","13075","Como","ALBATE-MOLTENO","10","10","10","22","4","0","10","0","0","22","0","Sabato","2025","Invernale","POINT (9.095790373 45.777467374)","9.095790373","45.77746737"
"c2024Luglio","120","S01310","LO","CO","PM ALBATE","13075","Como","CHIASSO-MILANO","0","0","0","3","0","0","0","0","3","0","0","Feriale","2024","Estivo","POINT (9.07349887 45.777443385)","0.907349887","45.777443385"
"c2024Maggio","120","S01310","LO","CO","PM ALBATE","13075","Como","CHIASSO-MILANO","0","0","0","1","0","0","0","0","1","0","0","Feriale","2024","Invernale","POINT (9.07349887 45.777443385)","0.907349887","45.777443385"
