"Campagna","CodStaz","codice_aziendale","Reg","Prov_","Stazione","cod_istat","Comune","Linea fisica","Saliti7-9","Discesi7-9","Corse7-9","Saliti24H","Corse24H","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Anno","tipo_giorno","Calendario","POINT_X","POINT_Y","Location"
"C_nov 2018","2.855","S01649","LO","MI","MILANO P. VENEZIA","15146","Milano","PASSANTE","1810","5100","40","14470","361","14470","0","0","361","0","0","2018","Fer","Invernale","9.207018409","45.476597527","POINT (9.207018409 45.476597527)"
"C_Luglio2023","262","S01825","LO","LO","LODI","98031","Lodi","MILANO-BOLOGNA","1040","490","18","3860","128","1250","1700","930","70","38","20","2023","Feriale","estivo","9.497612624","45.309042271","POINT (9.497612624 45.309042271)"
"C_nov 2017","802","S02082","LO","BS","PONTE S.MARCO-CALCINATO","17032","Calcinato","MILANO-VENEZIA","10","10","1","10","2","0","10","0","0","2","0","2017","Fer","Invernale","10.409042317","45.473866879","POINT (10.409042317 45.473866879)"
"C_nov 2019","169","S01454","LO","CO","MERONE","13147","Merone","ALBATE-MOLTENO","260","50","9","710","73","0","710","0","0","73","0","2019","Fer","Invernale","9.243809899","4.578144619","POINT (9.243809899 45.78144619)"
"C_nov 2018","113","S01205","LO","VA","VARESE","12133","Varese","PORTO C.-GALLARATE","1110","1360","21","5910","178","3680","0","2230","141","0","37","2018","Fer","Invernale","0.883313115","45.816277257","POINT (8.83313115 45.816277257)"
"C_nov 2015","34","S00272","LO","PV","ROBBIO","18123","Robbio","VERCELLI-PAVIA","150","10","5","240","28","0","240","0","0","28","0","2015","Fer","Invernale","8.597086609","45.293627181","POINT (8.597086609 45.293627181)"
"C_Luglio2023","246","S01716","LO","BS","OSPITALETTO TRAVAGLIATO","17127","Ospitaletto","MILANO-VENEZIA","100","70","9","470","62","0","470","0","0","62","0","2023","Feriale","estivo","10.074385735","45.546125054","POINT (10.074385735 45.546125054)"
"C_nov 2019","2.825","S01735","LO","VA","Venegono Sup.-Castiglione","12137","Venegono Superiore","Saronno - Varese Nord","280","80","8","650","57","0","650","0","0","57","0","2019","Fer","Invernale","8.890295606","45.758175712","POINT (8.890295606 45.758175712)"
"C_Novembre2023","131","S01400","LO","SO","CHIAVENNA","14018","Chiavenna","CHIAVENNA-COLICO","30","290","4","530","30","0","530","0","0","30","0","2023","Feriale","Invernale","0.940716091","46.321335044","POINT (9.40716091 46.321335044)"
"C_nov 2018","226","S01610","LO","CR","MADIGNANO","19055","Madignano","BERGAMO-CREMONA","40","10","4","90","34","0","90","0","0","34","0","2018","Fer","Invernale","9.730205146","45.343905446","POINT (9.730205146 45.343905446)"
"C_nov 2017","2.742","S01725","LO","VA","Cislago","12050","Cislago","Saronno - Varese Nord","550","80","8","1050","57","0","1050","0","0","57","0","2017","Fer","Invernale","8.977690608","4.566104502","POINT (8.977690608 45.66104502)"
"C_nov 2016","37","S00275","LO","PV","TROMELLO","18164","Tromello","VERCELLI-PAVIA","60","10","4","150","28","0","150","0","0","28","0","2016","Fer","Invernale","8.872184279","45.212069548","POINT (8.872184279 45.212069548)"
