"Campagna","CodStaz","codice_aziendale","Reg","Prov_","Stazione","cod_istat","Comune","Linea fisica","Saliti7-9","Discesi7-9","Corse7-9","Saliti24H","Corse24H","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Anno","tipo_giorno","Calendario","POINT_X","POINT_Y","Location"
"C_nov 2018","214","S01538","LO","BS","PALAZZOLO SULL'OGLIO","17133","Palazzolo sull'Oglio","LECCO-BRESCIA","200","150","5","690","38","0","690","0","0","38","0","2018","Fer","Invernale","9.896263591","4.560155941","POINT (9.896263591 45.60155941)"
"C_nov 2019","217","S01600","LO","BG","VERDELLO DALMINE","16233","Verdello","BERGAMO-CREMONA","1310","260","18","3240","105","0","870","2380","0","52","53","2019","Fer","Invernale","0.961982632","45.605792605","POINT (9.61982632 45.605792605)"
"C_nov 2017","122","S01313","LO","CO","CANTU'-CERMENATE","13064","Cermenate","CHIASSO-MILANO","400","80","10","860","74","710","0","160","71","0","3","2017","Fer","Invernale","9.099312432","45.716313773","POINT (9.099312432 45.716313773)"
"C_nov 2019","2.858","S01643","LO","MI","MILANO LANCETTI","15146","Milano","PASSANTE","1280","2170","42","6620","359","6620","0","0","359","0","0","2019","Fer","Invernale","9.177354467","45.493471578","POINT (9.177354467 45.493471578)"
"C_nov 2018","2.780","S01079","LO","MI","Milano Bruzzano","15146","Milano","Milano Nord Bovisa - Seve","210","80","16","670","134","670","0","0","134","0","0","2018","Fer","Invernale","9.172814019","45.533621361","POINT (9.172814019 45.533621361)"
"C_nov 2022","231","S01645","LO","MI","MILANO PORTA GARIBALDI","15146","Milano","TORINO-MILANO","2740","10860","57","28430","398","13840","8830","5780","188","134","76","2022","Feriale","Invernale","9.186422092","45.485345292","POINT (9.186422092 45.485345292)"
"C_nov 2016","5.842","S01039","LO","MI","RHO FIERA MILANO","15182","Rho","TORINO-MILANO","1320","2030","35","7930","268","5590","690","1660","177","39","52","2016","Fer","Invernale","9.088380294","4.552123731","POINT (9.088380294 45.52123731)"
"C_nov 2019","332","S02088","VE","VR","PESCHIERA DEL GARDA","23059","Peschiera del Garda","MILANO-VENEZIA","320","160","6","1370","34","0","30","1340","0","2","32","2019","Fer","Invernale","1.070247103","4.543838223","POINT (10.70247103 45.43838223)"
"C_nov 2019","176","S01463","LO","LC","VALMADRERA","97083","Valmadrera","MONZA-LECCO","90","100","8","290","41","260","40","0","36","5","0","2019","Fer","Invernale","9.368215149","45.846520175","POINT (9.368215149 45.846520175)"
"C_nov 2015","2.768","S01747","LO","VA","Laveno Mombello Nord","12087","Laveno-Mombello","Varese Nord - Laveno Momb","160","160","8","600","45","0","240","360","0","24","21","2015","Fer","Invernale","8.619246466","45.907983681","POINT (8.619246466 45.907983681)"
"C_nov 2021","195","S01511","LO","MI","CARNATE USMATE","108016","Carnate","TIRANO-MILANO Mz-Lc","1190","460","18","2860","112","1670","970","230","67","40","5","2021","Feriale","Invernale","9.375117342","45.653149706","POINT (9.375117342 45.653149706)"
"C_nov 2021","105","S01142","LO","VA","TRAVEDONA-BIANDRONNO","12128","Travedona-Monate","LUINO-GALLARATE","20","10","3","50","28","20","40","0","10","18","0","2021","Feriale","Invernale","8.696358289","4.580968175","POINT (8.696358289 45.80968175)"
"C_nov 2021","2.816","S01728","LO","VA","Tradate Abbiate Guazzone","12127","Tradate","Saronno - Varese Nord","140","40","8","380","58","0","380","0","0","58","0","2021","Feriale","Invernale","8.918610359","45.701903031","POINT (8.918610359 45.701903031)"
"C_nov 2015","2.801","S01135","LO","MI","Rescaldina","15181","Rescaldina","Saronno - Novara","920","120","10","1710","77","0","1710","0","0","77","0","2015","Fer","Invernale","8.946679489","45.622159013","POINT (8.946679489 45.622159013)"
"C_nov 2018","2.727","S01099","LO","CO","Canzo","13042","Canzo","Seveso - Asso","160","40","6","320","40","0","320","0","0","40","0","2018","Fer","Invernale","0.927022843","45.849100359","POINT (9.27022843 45.849100359)"
"C_nov 2017","7","S00036","LO","PV","OLEVANO","18104","Olevano di Lomellina","MILANO-MORTARA-AL","20","10","2","40","10","0","40","0","0","10","0","2017","Fer","Invernale","0.871185336","4.521219615","POINT (8.71185336 45.21219615)"
"C_nov 2016","2.712","S01741","LO","VA","Barasso-Comerio","12008","Barasso","Varese Nord - Laveno Momb","230","40","7","420","42","0","120","300","0","21","21","2016","Fer","Invernale","8.751273836","45.835130751","POINT (8.751273836 45.835130751)"
"C_nov 2022","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","80","20","3","160","25","0","130","40","0","23","2","2022","Feriale","Invernale","9.335204987","45.895939932","POINT (9.335204987 45.895939932)"
"C_nov 2015","247","S01717","LO","BS","BRESCIA","17029","Brescia","MILANO-VENEZIA","1430","3330","31","10860","214","0","6980","3880","0","169","45","2015","FER","Invernale","10.212859202","4.553239364","POINT (10.212859202 45.53239364)"
"C_Luglio2023","2","S00030","PI","AL","GARBAGNA","6079","Garbagna","NOVARA-MORTARA","10","10","3","10","10","0","10","0","0","10","0","2023","Feriale","estivo","8.666334325","4.538567409","POINT (8.666334325 45.38567409)"
"C_nov 2016","145","S01415","LO","LC","MANDELLO DEL LARIO","97046","Mandello del Lario","TIRANO-MILANO Lc-So","220","60","3","640","33","0","500","150","0","26","7","2016","Fer","Invernale","9.322094648","45.915283559","POINT (9.322094648 45.915283559)"
"C_nov 2017","160","S01436","LO","SO","S.GIACOMO DI TEGLIO","14065","Teglio","TIRANO-MILANO So-Tir","10","0","1","10","7","0","10","0","0","7","0","2017","Fer","Invernale","10.027439647","46.159795887","POINT (10.027439647 46.159795887)"
"C_Novembre2023","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULC.","97017","Cassago Brianza","MONZA-LECCO","110","30","6","340","38","340","0","0","38","0","0","2023","Feriale","Invernale","9.279864449","45.746319529","POINT (9.279864449 45.746319529)"
"C_nov 2018","2.854","S00023","PI","NO","Novara FN","3106","Novara","Saronno - Novara","170","710","6","980","38","0","980","0","0","38","0","2018","Fer","Invernale","8.627061488","45.452334846","POINT (8.627061488 45.452334846)"
"C_nov 2017","2.808","S01770","LO","BS","Sellero","17176","Sellero","Breno - Edolo","0","0","1","0","2","0","0","0","0","2","0","2017","Fer","Invernale","10.346597177","46.046262075","POINT (10.346597177 46.046262075)"
"C_nov 2021","111","S01203","LO","VA","ARCISATE","12004","Arcisate","PORTO C.-GALLARATE","290","70","13","760","100","500","0","260","67","0","33","2021","Feriale","Invernale","8.862448264","4.585865032","POINT (8.862448264 45.85865032)"
"C_nov 2021","287","S01865","LO","PV","CORTEOLONA","18056","Corteolona","PAVIA-CASALPUST.","90","20","5","140","22","0","140","0","0","22","0","2021","Feriale","Invernale","9.375508787","45.159782769","POINT (9.375508787 45.159782769)"
"C_Luglio2023","2.858","S01643","LO","MI","MILANO LANCETTI","15146","Milano","PASSANTE","900","1140","39","4370","332","4370","0","0","332","0","0","2023","Feriale","estivo","9.177354467","45.493471578","POINT (9.177354467 45.493471578)"
"C_nov 2017","2.814","S01781","LO","BS","Toline","17143","Pisogne","Iseo - Pisogne","10","0","3","10","20","0","10","0","0","20","0","2017","Fer","Invernale","10.088229762","45.787237456","POINT (10.088229762 45.787237456)"
"C_Luglio2023","308","S01918","LO","CR","TORRE DE' PICENARDI","19107","Torre de' Picenardi","CODOGNO-MANTOVA","0","0","0","20","8","0","20","10","0","7","1","2023","Feriale","estivo","10.286872398","45.137279533","POINT (10.286872398 45.137279533)"
"C_nov 2015","292","S01870","LO","LO","ORIO LITTA","98042","Orio Litta","PAVIA-CASALPUST.","40","10","5","70","30","0","70","0","0","30","0","2015","FER","Invernale","9.550621285","45.166863635","POINT (9.550621285 45.166863635)"
"C_nov 2020","87","S01060","LO","PV","PARONA LOMELLINA","18109","Parona","MILANO-MORTARA-AL","60","60","5","250","43","0","250","0","0","43","0","2020","Feriale","Invernale","8.780351933","45.280183485","POINT (8.780351933 45.280183485)"
"C_nov 2018","32","S00252","PI","NO","TRECATE","3149","Trecate","TORINO-MILANO","670","190","8","2310","74","2310","0","0","74","0","0","2018","Fer","Invernale","8.739372114","4.542852569","POINT (8.739372114 45.42852569)"
"C_nov 2019","302","S01912","LO","CR","PONTE D'ADDA","19076","Pizzighettone","CODOGNO-MANTOVA","230","50","6","420","33","0","60","360","0","12","21","2019","Fer","Invernale","9.790770435","45.184437624","POINT (9.790770435 45.184437624)"
"C_nov 2021","308","S01918","LO","CR","TORRE DE' PICENARDI","19107","Torre de' Picenardi","CODOGNO-MANTOVA","0","0","0","70","8","0","70","0","0","7","1","2021","Feriale","Invernale","10.286872398","45.137279533","POINT (10.286872398 45.137279533)"
"C_Novembre2023","250","S01803","LO","PV","CERTOSA DI PAVIA","18046","Certosa di Pavia","MILANO-GENOVA","420","50","8","810","73","810","0","0","72","0","1","2023","Feriale","Invernale","9.154491353","45.257008002","POINT (9.154491353 45.257008002)"
"C_Novembre2023","217","S01600","LO","BG","VERDELLO DALMINE","16233","Verdello","BERGAMO-CREMONA","1170","280","18","2690","100","0","810","1880","0","46","54","2023","Feriale","Invernale","0.961982632","45.605792605","POINT (9.61982632 45.605792605)"
"C_Novembre2023","2.822","S01736","LO","VA","Vedano Olona","12134","Vedano Olona","Saronno - Varese Nord","280","60","8","710","60","0","710","0","0","60","0","2023","Feriale","Invernale","8.887080675","45.777359271","POINT (8.887080675 45.777359271)"
"C_Novembre2023","292","S01870","LO","LO","ORIO LITTA","98042","Orio Litta","PAVIA-CASALPUST.","40","10","4","80","22","0","80","0","0","22","0","2023","Feriale","Invernale","9.550621285","45.166863635","POINT (9.550621285 45.166863635)"
"C_nov 2021","2.783","S01066","LO","MI","Milano Nord Cadorna","15146","Milano","Milano Nord Cadorna - Sar","2230","13030","61","32500","437","10280","16100","6130","139","202","96","2021","Feriale","Invernale","9.175179183","45.468514231","POINT (9.175179183 45.468514231)"
"C_nov 2021","2.745","S01744","LO","VA","Cocquio-Trevisago","12053","Cocquio-Trevisago","Varese Nord - Laveno Momb","130","40","6","430","38","0","220","210","0","23","15","2021","Feriale","Invernale","8.690075387","45.860132463","POINT (8.690075387 45.860132463)"
"C_nov 2019","2.730","S01091","LO","CO","Carugo-Giussano","13048","Carugo","Seveso - Asso","460","100","7","1000","50","0","1000","0","0","50","0","2019","Fer","Invernale","9.198950125","45.705742211","POINT (9.198950125 45.705742211)"
"C_nov 2019","2.794","S01786","LO","BS","Pilzone","17085","Iseo","Iseo - Pisogne","20","10","4","40","20","0","40","0","0","20","0","2019","Fer","Invernale","10.079163075","45.674416503","POINT (10.079163075 45.674416503)"
"C_nov 2020","93","S01113","LO","VA","LUINO","12092","Luino","LUINO-GALLARATE","30","20","4","140","29","0","140","0","0","29","0","2020","Feriale","Invernale","8.737497575","45.996713632","POINT (8.737497575 45.996713632)"
"C_nov 2022","295","S01901","LO","BS","BAGNOLO MELLA","17009","Bagnolo Mella","BRESCIA-CREMONA","70","30","3","290","29","0","290","0","0","29","0","2022","Feriale","Invernale","10.183641825","45.428611146","POINT (10.183641825 45.428611146)"
"C_nov 2020","197","S01513","LO","LC","CERNUSCO-MERATE","97020","Cernusco Lombardone","TIRANO-MILANO Mz-Lc","150","50","9","410","69","390","0","20","66","0","3","2020","Feriale","Invernale","9.396827762","45.695177577","POINT (9.396827762 45.695177577)"
"C_Luglio2023","243","S01712","LO","BG","CALCIO","16044","Calcio","MILANO-VENEZIA","30","20","5","190","31","0","190","0","0","31","0","2023","Feriale","estivo","9.841366587","45.533015966","POINT (9.841366587 45.533015966)"
"C_nov 2022","106","S01143","LO","VA","TERNATE-VARANO BORGHI","12126","Ternate","LUINO-GALLARATE","90","30","6","200","29","70","130","0","10","19","0","2022","Feriale","Invernale","8.700412081","45.781912094","POINT (8.700412081 45.781912094)"
"C_nov 2022","298","S01904","LO","CR","ROBECCO-PONTEVICO","19085","Robecco d'Oglio","BRESCIA-CREMONA","30","10","3","90","29","0","90","0","0","29","0","2022","Feriale","Invernale","10.078618004","45.266299802","POINT (10.078618004 45.266299802)"
"C_nov 2022","258","S01821","LO","MI","S.GIULIANO MILANESE","15195","San Giuliano Milanese","MILANO-BOLOGNA","530","160","8","1490","69","1490","0","0","69","0","0","2022","Feriale","Invernale","9.286452197","45.391305373","POINT (9.286452197 45.391305373)"
"C_Luglio2023","2.742","S01725","LO","VA","Cislago","12050","Cislago","Saronno - Varese Nord","310","70","8","870","59","0","870","0","0","59","0","2023","Feriale","estivo","8.977690608","4.566104502","POINT (8.977690608 45.66104502)"
"C_nov 2019","2.748","S01763","LO","CO","Como Camerlata (FN)","13075","Como","Saronno - Como","440","300","10","1430","70","0","1150","290","0","61","9","2019","Fer","Invernale","9.079423298","4.578441339","POINT (9.079423298 45.78441339)"
"C_nov 2016","2.863","S01633","LO","MI","MILANO P.VITTORIA PASS.","15146","Milano","PASSANTE","1170","1590","39","6460","361","6460","0","0","361","0","0","2016","Fer","Invernale","9.225193061","45.459475193","POINT (9.225193061 45.459475193)"
"C_nov 2022","265","S01828","LO","LO","CODOGNO","98019","Codogno","MILANO-BOLOGNA","790","290","13","2300","87","0","1400","910","0","65","22","2022","Feriale","Invernale","9.701405698","45.154978635","POINT (9.701405698 45.154978635)"
"C_nov 2017","277","S01849","LO","CR","S.GIOVANNI IN CROCE","19090","San Giovanni in Croce","BRESCIA-PARMA","60","20","3","140","28","0","140","0","0","28","0","2017","Fer","Invernale","1.037754875","45.075865263","POINT (10.37754875 45.075865263)"
"C_nov 2020","2.806","S01933","LO","VA","Saronno","12119","Saronno","Milano Nord Cadorna - Sar","1220","790","57","4870","381","1050","3130","690","126","183","72","2020","Feriale","Invernale","9.030524424","0.456251346","POINT (9.030524424 45.6251346)"
"C_Novembre2023","274","S01846","LO","BS","REMEDELLO SOTTO","17160","Remedello","BRESCIA-PARMA","40","20","4","110","31","0","110","0","0","31","0","2023","Feriale","Invernale","1.038843093","45.257552358","POINT (10.38843093 45.257552358)"
"C_Novembre2023","193","S01504","LO","BG","TERNO","16213","Terno d'Isola","SEREGNO-BERGAMO","350","60","5","690","40","0","690","0","0","40","0","2023","Feriale","Invernale","9.536197341","45.688730968","POINT (9.536197341 45.688730968)"
"C_nov 2018","2.822","S01736","LO","VA","Vedano Olona","12134","Vedano Olona","Saronno - Varese Nord","260","70","8","700","58","0","700","10","0","57","1","2018","Fer","Invernale","8.887080675","45.777359271","POINT (8.887080675 45.777359271)"
"C_nov 2022","321","S01943","LO","PV","S.GIULETTA","18140","Santa Giuletta","ALESS.-PIACENZA","0","0","0","20","6","0","20","0","0","6","0","2022","Feriale","Invernale","9.179278043","45.035797363","POINT (9.179278043 45.035797363)"
"C_nov 2016","260","S01823","LO","MI","S.ZENONE AL LAMBRO","15202","San Zenone al Lambro","MILANO-BOLOGNA","490","100","8","1060","75","1060","0","0","75","0","0","2016","Fer","Invernale","9.361288898","45.337904599","POINT (9.361288898 45.337904599)"
"C_nov 2018","802","S02082","LO","BS","PONTE S.MARCO-CALCINATO","17032","Calcinato","MILANO-VENEZIA","10","10","1","10","2","0","10","0","0","2","0","2018","Fer","Invernale","10.409042317","45.473866879","POINT (10.409042317 45.473866879)"
"C_nov 2021","129","S01325","LO","MI","SESTO S. GIOVANNI","15209","Sesto San Giovanni","CHIASSO-MILANO","1300","2760","35","8170","275","7050","1120","0","235","40","0","2021","Feriale","Invernale","9.239294385","45.541170043","POINT (9.239294385 45.541170043)"
"C_nov 2019","305","S01915","LO","CR","CREMONA","19036","Cremona","CODOGNO-MANTOVA","660","730","14","3680","108","0","1870","1820","0","86","22","2019","Fer","Invernale","10.017983096","45.143301262","POINT (10.017983096 45.143301262)"
"C_Luglio2023","245","S01714","LO","BS","ROVATO","17166","Rovato","MILANO-VENEZIA","420","190","15","2000","108","0","970","1040","0","72","36","2023","Feriale","estivo","10.000952147","45.552008269","POINT (10.000952147 45.552008269)"
"C_Novembre2023","249","S01802","LO","MI","VILLAMAGGIORE","15115","Lacchiarella","MILANO-GENOVA","500","110","8","1110","73","1070","0","40","72","0","1","2023","Feriale","Invernale","9.190704857","45.320530164","POINT (9.190704857 45.320530164)"
"C_Luglio2023","2.799","S01787","LO","BS","Provaglio-Timoline","17156","Provaglio d'Iseo","Brescia - Iseo","20","20","5","130","36","0","130","0","0","36","0","2023","Feriale","estivo","10.035246585","45.635075228","POINT (10.035246585 45.635075228)"
"C_nov 2016","144","S01414","LO","LC","OLCIO","97046","Mandello del Lario","TIRANO-MILANO Lc-So","20","0","3","70","26","0","60","20","0","25","1","2016","Fer","Invernale","9.313931929","45.938086276","POINT (9.313931929 45.938086276)"
"C_nov 2016","2.711","S01101","LO","CO","Asso","13013","Asso","Seveso - Asso","90","20","6","240","39","0","240","0","0","39","0","2016","Fer","Invernale","9.269120449","45.854922626","POINT (9.269120449 45.854922626)"
"C_Novembre2023","135","S01404","LO","SO","VERCEIA","14075","Verceia","CHIAVENNA-COLICO","10","0","4","20","29","0","20","0","0","29","0","2023","Feriale","Invernale","9.458448611","46.202905061","POINT (9.458448611 46.202905061)"
"C_nov 2019","5.838","S01612","LO","BG","STEZZANO","16207","Stezzano","BERGAMO-CREMONA","100","40","8","260","53","0","260","10","0","52","1","2019","Fer","Invernale","9.644627368","45.658395935","POINT (9.644627368 45.658395935)"
"C_nov 2016","201","S01522","LO","LC","LECCO MAGGIANICO","97042","Lecco","TIRANO-MILANO Mz-Lc","110","80","8","490","68","490","0","0","68","0","0","2016","Fer","Invernale","0.000941172","45.831255298","POINT (9.41172 45.831255298)"
"C_nov 2017","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","290","70","10","740","59","470","270","0","36","23","0","2017","Fer","Invernale","9.301712216","45.781015442","POINT (9.301712216 45.781015442)"
"C_nov 2016","206","S01527","LO","BG","AMBIVERE-MAPELLO","16009","Ambivere","LECCO-BRESCIA","140","20","4","380","32","0","380","0","0","32","0","2016","Fer","Invernale","9.550472449","45.722244877","POINT (9.550472449 45.722244877)"
"C_nov 2022","2.799","S01787","LO","BS","Provaglio-Timoline","17156","Provaglio d'Iseo","Brescia - Iseo","30","30","5","100","37","0","100","0","0","37","0","2022","Feriale","Invernale","10.035246585","45.635075228","POINT (10.035246585 45.635075228)"
"C_Novembre2023","46","S00404","LO","PV","FERRERA LOMELLINA","18062","Ferrera Erbognone","CAVA C.-TORREBER","40","30","4","150","24","0","150","0","0","24","0","2023","Feriale","Invernale","8.862842274","45.111893407","POINT (8.862842274 45.111893407)"
"C_nov 2016","107","S01144","LO","VA","MORNAGO CIMBRO","12106","Mornago","LUINO-GALLARATE","90","30","5","160","30","0","160","0","0","30","0","2016","Fer","Invernale","8.734232423","45.729818919","POINT (8.734232423 45.729818919)"
"C_nov 2017","2.779","S01078","LO","MI","Milano Affori","15146","Milano","Milano Nord Bovisa - Seve","830","2180","24","6090","187","4180","1920","0","136","51","0","2017","Fer","Invernale","9.167411293","45.521142914","POINT (9.167411293 45.521142914)"
"C_nov 2015","2.789","S01082","LO","MI","Paderno Dugnano","15166","Paderno Dugnano","Milano Nord Bovisa - Seve","1190","290","16","2690","131","2690","0","0","131","0","0","2015","Fer","Invernale","9.161231422","45.564852006","POINT (9.161231422 45.564852006)"
"C_nov 2022","244","S01713","LO","BS","CHIARI","17052","Chiari","MILANO-VENEZIA","480","180","9","1650","65","0","660","1000","0","31","34","2022","Feriale","Invernale","9.926507709","45.540192478","POINT (9.926507709 45.540192478)"
"C_nov 2017","31","S00248","PI","NO","NOVARA","3106","Novara","TORINO-MILANO","380","1000","11","2400","84","2270","140","0","74","10","0","2017","Fer","Invernale","0.086249717","4.545129662","POINT (8.6249717 45.45129662)"
"C_nov 2016","43","S00401","LO","PV","ZINASCO NUOVO","18190","Zinasco","CAVA C.-TORREBER","30","10","5","50","26","0","50","0","0","26","0","2016","Fer","Invernale","8.999696096","45.124641115","POINT (8.999696096 45.124641115)"
"C_Luglio2023","131","S01400","LO","SO","CHIAVENNA","14018","Chiavenna","CHIAVENNA-COLICO","30","60","4","310","30","0","310","0","0","30","0","2023","Feriale","estivo","0.940716091","46.321335044","POINT (9.40716091 46.321335044)"
"C_nov 2020","213","S01537","LO","BG","GRUMELLO DEL MONTE","16120","Grumello del Monte","LECCO-BRESCIA","40","30","4","200","34","0","200","0","0","34","0","2020","Feriale","Invernale","0.986279802","45.634179821","POINT (9.86279802 45.634179821)"
"C_nov 2021","104","S01141","LO","VA","BESOZZO","12013","Besozzo","LUINO-GALLARATE","50","20","4","150","29","60","100","0","10","19","0","2021","Feriale","Invernale","0.866303949","45.842264864","POINT (8.66303949 45.842264864)"
"C_nov 2018","2.740","S01075","LO","MI","Cesate","15076","Cesate","Milano Nord Cadorna - Sar","920","180","16","2060","138","2060","0","0","138","0","0","2018","Fer","Invernale","9.066684079","45.590910137","POINT (9.066684079 45.590910137)"
"C_nov 2015","2.761","S01745","LO","VA","Gemonio","12074","Gemonio","Varese Nord - Laveno Momb","190","60","8","430","45","0","150","280","0","24","21","2015","Fer","Invernale","0.867388218","45.877604611","POINT (8.67388218 45.877604611)"
"C_Novembre2023","184","S01487","LO","MI","VILLA RAVERIO","108008","Besana in Brianza","MONZA-LECCO","150","150","6","520","40","520","0","0","40","0","0","2023","Feriale","Invernale","0.926158805","45.690495348","POINT (9.26158805 45.690495348)"
"C_nov 2022","314","S01924","LO","MN","S.MICHELE IN BOSCO","20031","Marcaria","CODOGNO-MANTOVA","10","10","1","10","6","0","10","0","0","6","0","2022","Feriale","Invernale","10.573308108","45.122485012","POINT (10.573308108 45.122485012)"
"C_Novembre2023","114","S01207","LO","VA","GAZZADA-SCHIANNO-MORAZZ.","12073","Gazzada Schianno","PORTO C.-GALLARATE","220","170","8","750","68","720","0","40","67","0","1","2023","Feriale","Invernale","8.824846806","45.778700868","POINT (8.824846806 45.778700868)"
"C_nov 2015","5.844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","630","330","13","1760","118","790","980","0","69","49","0","2015","FER","Invernale","8.957371048","45.404429355","POINT (8.957371048 45.404429355)"
"C_nov 2017","77","S01030","LO","VA","GALLARATE","12070","Gallarate","DOMODOSSOLA-MILANO","2540","1390","28","8200","181","3130","2530","2550","76","53","52","2017","Fer","Invernale","0.879828248","45.659901549","POINT (8.79828248 45.659901549)"
"C_nov 2021","235","S01704","LO","MI","VIGNATE","15237","Vignate","MILANO-VENEZIA","450","180","16","1230","94","1230","10","10","92","1","1","2021","Feriale","Invernale","0.937411303","45.494025151","POINT (9.37411303 45.494025151)"
"C_nov 2016","113","S01205","LO","VA","VARESE","12133","Varese","PORTO C.-GALLARATE","820","1070","13","3660","107","1940","0","1730","72","0","35","2016","Fer","Invernale","0.883313115","45.816277257","POINT (8.83313115 45.816277257)"
"C_nov 2021","2.784","S01740","LO","VA","Morosolo-Casciago","12038","Casciago","Varese Nord - Laveno Momb","70","30","7","170","38","0","80","100","0","23","15","2021","Feriale","Invernale","8.777403493","45.826573232","POINT (8.777403493 45.826573232)"
"C_nov 2017","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","70","10","4","110","22","0","110","0","0","22","0","2017","Fer","Invernale","9.275406768","45.786104223","POINT (9.275406768 45.786104223)"
"C_Luglio2023","129","S01325","LO","MI","SESTO S. GIOVANNI","15209","Sesto San Giovanni","CHIASSO-MILANO","960","2090","29","7400","239","6410","960","50","193","40","6","2023","Feriale","estivo","9.239294385","45.541170043","POINT (9.239294385 45.541170043)"
"C_Novembre2023","252","S01805","LO","PV","BRESSANA BOTTARONE","18023","Bressana Bottarone","MILANO-GENOVA","120","30","5","240","30","0","210","40","0","26","4","2023","Feriale","Invernale","0.911063508","45.086379858","POINT (9.11063508 45.086379858)"
"C_nov 2019","81","S01035","LO","MI","PARABIAGO","15168","Parabiago","DOMODOSSOLA-MILANO","1460","340","11","3150","77","2630","400","130","74","2","1","2019","Fer","Invernale","8.946358229","4.555251981","POINT (8.946358229 45.55251981)"
"C_nov 2019","284","S01862","LO","PV","MOTTA S.DAMIANO","18110","Pavia","PAVIA-CASALPUST.","10","0","4","10","21","0","10","0","0","21","0","2019","Fer","Invernale","9.219902925","45.178421105","POINT (9.219902925 45.178421105)"
"C_Novembre2023","205","S01526","LO","BG","PONTIDA","16171","Pontida","LECCO-BRESCIA","60","10","4","220","31","0","220","0","0","31","0","2023","Feriale","Invernale","9.511662206","45.730161398","POINT (9.511662206 45.730161398)"
"C_nov 2017","207","S01528","LO","BG","PONTE S.PIETRO","16170","Ponte San Pietro","LECCO-BRESCIA","870","280","12","2250","82","0","2250","0","0","82","0","2017","Fer","Invernale","9.584359693","45.699232686","POINT (9.584359693 45.699232686)"
"C_Luglio2023","261","S01824","LO","LO","TAVAZZANO","98056","Tavazzano con Villavesco","MILANO-BOLOGNA","450","300","8","1200","70","1200","0","0","70","0","0","2023","Feriale","estivo","9.402775545","45.326370144","POINT (9.402775545 45.326370144)"
"C_nov 2022","77","S01030","LO","VA","GALLARATE","12070","Gallarate","DOMODOSSOLA-MILANO","2200","1490","31","8870","221","4020","2360","2490","115","52","54","2022","Feriale","Invernale","0.879828248","45.659901549","POINT (8.79828248 45.659901549)"
"C_nov 2015","4","S00032","PI","NO","BORGO LAVEZZARO","3023","Borgolavezzaro","NOVARA-MORTARA","80","10","3","90","10","0","90","0","0","10","0","2015","Fer","Invernale","8.703316141","0.453188806","POINT (8.703316141 45.3188806)"
"C_Novembre2023","2.728","S01771","LO","BS","Capo di Ponte","17035","Capo di Ponte","Breno - Edolo","20","10","1","20","4","0","20","10","0","1","3","2023","Feriale","Invernale","10.346501697","46.030817614","POINT (10.346501697 46.030817614)"
"C_nov 2020","2.804","S01755","LO","CO","Rovello Porro","13202","Rovello Porro","Saronno - Como","90","40","8","300","54","0","300","0","0","54","0","2020","Feriale","Invernale","9.036261914","45.651408852","POINT (9.036261914 45.651408852)"
"C_nov 2019","2.864","S01715","LO","MI","SEGRATE","15205","Segrate","MILANO-VENEZIA","780","710","16","2560","145","2560","0","0","145","0","0","2019","Fer","Invernale","9.291418669","45.479594282","POINT (9.291418669 45.479594282)"
"C_Novembre2023","2.780","S01079","LO","MI","Milano Bruzzano","15146","Milano","Milano Nord Bovisa - Seve","160","80","16","580","133","580","0","0","133","0","0","2023","Feriale","Invernale","9.172814019","45.533621361","POINT (9.172814019 45.533621361)"
"C_nov 2020","2.782","S01642","LO","MI","MILANO NORD BOVISA","15146","Milano","Milano Nord Cadorna - Sar","1290","1520","83","6990","584","4060","2490","450","281","231","72","2020","Feriale","Invernale","9.158986972","4.550377781","POINT (9.158986972 45.50377781)"
"C_nov 2019","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","30","10","4","60","21","0","60","0","0","21","0","2019","Fer","Invernale","10.239507594","45.451430581","POINT (10.239507594 45.451430581)"
"C_Luglio2023","94","S01116","LO","VA","PORTO VALTRAVAGLIA","12114","Porto Valtravaglia","LUINO-GALLARATE","30","10","3","120","29","60","60","0","13","16","0","2023","Feriale","estivo","0.867417775","45.958294809","POINT (8.67417775 45.958294809)"
"C_nov 2015","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","110","40","4","300","29","0","300","0","0","29","0","2015","Fer","Invernale","10.425041217","44.993222003","POINT (10.425041217 44.993222003)"
"C_nov 2021","218","S01601","LO","BG","TREVIGLIO OVEST","16219","Treviglio","BERGAMO-CREMONA","290","120","11","700","63","0","430","280","0","46","17","2021","Feriale","Invernale","0.958031324","45.521845567","POINT (9.58031324 45.521845567)"
